State,District,Crop,Season,Soil_Type,Rainfall_mm,Temperature_C,Humidity_pct,Area_hectares,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Yield_ton_per_hectare
Uttar Pradesh,Lucknow,Onion,Rabi,Black (Regur),300.6,22.0,65.4,19.67,109.4,6.8,6.51
Punjab,Bathinda,Bajra,Whole Year,Alluvial,752.0,23.1,68.6,1.66,34.4,2.71,1.12
Gujarat,Junagadh,Potato,Zaid,Clay,178.1,31.6,56.4,23.92,48.3,5.88,11.13
Uttar Pradesh,Lucknow,Soybean,Rabi,Black (Regur),184.7,18.7,60.3,48.28,206.5,18.94,0.6
West Bengal,Birbhum,Tomato,Whole Year,Laterite,668.5,27.7,67.8,44.39,278.4,21.74,22.68
Maharashtra,Pune,Potato,Rabi,Sandy Loam,610.9,21.6,28.9,3.4,212.6,23.76,22.57
Karnataka,Raichur,Sugarcane,Rabi,Mountain,387.9,15.0,64.0,39.9,244.5,23.62,35.32
Maharashtra,Pune,Bajra,Rabi,Alluvial,272.4,19.3,50.6,23.05,32.0,22.52,0.28
Telangana,Medak,Soybean,Zaid,Mountain,99.8,35.4,45.8,14.77,243.6,22.44,0.54
Andhra Pradesh,Kurnool,Cotton,Zaid,Alluvial,151.6,37.3,34.2,19.84,175.0,16.04,0.77
Uttar Pradesh,Agra,Bajra,Whole Year,Desert (Arid),374.4,25.4,56.1,39.65,109.5,16.05,0.42
Karnataka,Mysore,Mustard,Rabi,Sandy Loam,356.4,21.3,67.8,30.01,216.5,7.43,0.83
Telangana,Nizamabad,Soybean,Kharif,Sandy Loam,1020.3,31.8,68.9,8.35,49.4,3.87,0.99
Bihar,Patna,Maize,Rabi,Clay,370.8,19.8,48.7,26.24,228.8,4.83,1.75
Uttar Pradesh,Agra,Potato,Kharif,Desert (Arid),1050.3,27.5,71.5,27.73,109.7,12.07,17.19
Punjab,Amritsar,Cotton,Rabi,Black (Regur),221.6,21.7,31.6,36.4,82.9,22.74,0.79
Gujarat,Ahmedabad,Soybean,Whole Year,Red,597.2,31.0,73.6,24.71,256.1,2.36,1.89
West Bengal,Burdwan,Soybean,Whole Year,Sandy Loam,698.2,31.8,48.4,14.93,282.5,8.34,1.25
Andhra Pradesh,Krishna,Cotton,Whole Year,Mountain,1122.5,25.4,48.9,30.92,133.1,16.36,1.98
Telangana,Warangal,Wheat,Zaid,Laterite,249.4,34.5,39.4,6.18,183.3,10.97,2.0
Punjab,Patiala,Mustard,Whole Year,Clay,404.3,31.2,68.8,0.99,189.0,4.06,0.82
Uttar Pradesh,Agra,Maize,Kharif,Laterite,1147.9,30.1,80.4,13.07,93.1,16.26,3.34
Andhra Pradesh,East Godavari,Tur (Arhar),Zaid,Black (Regur),260.9,33.3,48.6,37.93,261.8,1.26,0.76
Rajasthan,Kota,Chana (Gram),Rabi,Laterite,378.8,21.4,53.5,0.73,119.3,14.68,0.52
Madhya Pradesh,Gwalior,Cotton,Kharif,Sandy Loam,804.4,28.8,76.4,45.87,254.9,16.56,1.83
Punjab,Patiala,Cotton,Kharif,Clay,749.0,33.9,79.9,1.51,129.9,6.34,0.89
West Bengal,Murshidabad,Tur (Arhar),Rabi,Desert (Arid),455.8,20.8,52.4,24.97,198.9,16.36,0.45
Gujarat,Ahmedabad,Jowar,Rabi,Desert (Arid),183.4,24.0,50.0,41.47,169.7,11.69,0.48
Uttar Pradesh,Allahabad,Mustard,Kharif,Black (Regur),1243.4,29.2,85.7,45.33,97.9,8.28,0.9
Karnataka,Dharwad,Bajra,Kharif,Alluvial,1058.0,30.2,74.5,26.41,112.5,16.22,1.31
Bihar,Muzaffarpur,Jowar,Zaid,Desert (Arid),149.2,29.8,47.3,39.84,274.3,24.98,0.55
Uttar Pradesh,Agra,Tur (Arhar),Whole Year,Sandy Loam,620.8,28.5,76.3,43.05,266.0,10.35,1.21
Andhra Pradesh,East Godavari,Tur (Arhar),Rabi,Black (Regur),290.2,21.1,46.3,47.27,223.7,6.86,0.59
Rajasthan,Ajmer,Mustard,Rabi,Clay,158.2,18.6,45.0,1.87,223.7,22.07,1.01
Maharashtra,Nagpur,Rice,Kharif,Red,675.2,24.2,46.6,32.15,97.1,8.02,2.65
Andhra Pradesh,East Godavari,Rice,Whole Year,Desert (Arid),533.9,25.4,50.1,4.73,233.3,16.05,2.92
Uttar Pradesh,Varanasi,Maize,Kharif,Sandy Loam,942.1,33.2,83.8,10.1,80.5,3.6,1.78
Telangana,Medak,Cotton,Zaid,Alluvial,103.2,40.4,44.7,48.43,35.1,20.65,0.56
Tamil Nadu,Tirunelveli,Tur (Arhar),Zaid,Alluvial,87.2,39.7,48.9,28.84,47.8,9.72,0.25
Tamil Nadu,Thanjavur,Wheat,Whole Year,Black (Regur),739.2,26.8,75.5,23.91,30.6,2.78,3.5
Tamil Nadu,Thanjavur,Potato,Whole Year,Laterite,618.6,27.0,63.9,20.04,76.5,22.36,16.78
West Bengal,Murshidabad,Sugarcane,Zaid,Laterite,232.6,39.0,49.9,34.45,135.2,17.28,24.21
Telangana,Medak,Wheat,Whole Year,Laterite,544.7,28.3,51.5,44.85,283.6,16.87,2.65
Telangana,Medak,Rice,Whole Year,Mountain,855.1,25.9,67.6,28.55,146.2,10.02,3.32
Andhra Pradesh,Krishna,Mustard,Kharif,Red,772.9,31.1,81.1,26.35,243.9,11.02,1.12
West Bengal,Hooghly,Chana (Gram),Rabi,Alluvial,300.8,15.1,69.4,20.3,45.7,10.09,0.33
Uttar Pradesh,Varanasi,Jowar,Rabi,Clay,323.8,21.4,67.8,4.7,260.7,19.5,0.6
Rajasthan,Ajmer,Rice,Rabi,Mountain,259.7,23.4,64.8,15.48,238.3,24.61,1.59
West Bengal,Burdwan,Groundnut,Zaid,Desert (Arid),149.3,37.9,53.4,47.23,223.1,15.28,0.45
Rajasthan,Udaipur,Onion,Zaid,Laterite,183.2,41.8,45.6,9.02,82.9,12.17,3.09
West Bengal,Hooghly,Jowar,Whole Year,Desert (Arid),788.4,28.0,64.9,9.58,230.9,12.26,1.65
Gujarat,Vadodara,Tomato,Kharif,Sandy Loam,933.4,28.2,80.2,24.4,177.9,13.9,38.5
Rajasthan,Udaipur,Rice,Rabi,Laterite,434.9,17.0,48.9,47.42,87.8,22.28,1.28
West Bengal,Murshidabad,Tomato,Kharif,Mountain,699.3,35.3,65.5,29.79,30.0,8.36,9.48
Gujarat,Rajkot,Sugarcane,Rabi,Clay,281.5,24.8,56.0,7.7,105.5,19.28,27.02
Telangana,Nizamabad,Tur (Arhar),Kharif,Alluvial,840.9,25.5,60.0,4.05,97.2,2.99,0.93
Bihar,Bhagalpur,Rice,Whole Year,Black (Regur),435.2,26.1,64.7,34.81,119.6,13.35,1.83
Gujarat,Vadodara,Tomato,Whole Year,Black (Regur),692.8,26.0,75.2,5.23,51.1,20.21,18.3
Karnataka,Dharwad,Tur (Arhar),Whole Year,Alluvial,639.3,26.4,74.7,25.55,144.2,15.08,1.1
Karnataka,Shimoga,Soybean,Whole Year,Mountain,843.8,29.0,62.2,46.5,87.4,2.49,0.66
Bihar,Muzaffarpur,Groundnut,Whole Year,Sandy Loam,610.4,28.3,78.1,24.23,55.7,17.61,0.83
Karnataka,Dharwad,Bajra,Zaid,Mountain,50.0,28.1,54.2,21.56,103.5,12.75,0.44
Andhra Pradesh,West Godavari,Bajra,Zaid,Mountain,142.1,29.8,56.9,22.06,57.5,10.36,0.36
Tamil Nadu,Salem,Maize,Rabi,Mountain,129.4,19.5,79.4,29.67,251.1,17.13,1.8
Uttar Pradesh,Meerut,Soybean,Zaid,Laterite,101.7,35.2,47.1,26.91,228.4,6.94,0.84
Andhra Pradesh,Krishna,Potato,Kharif,Black (Regur),1192.7,31.8,70.6,13.83,195.3,14.84,53.25
Maharashtra,Pune,Sugarcane,Zaid,Alluvial,120.8,39.1,38.1,49.79,42.0,2.36,20.61
Telangana,Nizamabad,Chana (Gram),Rabi,Black (Regur),419.9,17.5,55.2,12.93,185.8,12.42,0.42
Gujarat,Vadodara,Tur (Arhar),Kharif,Red,892.7,25.1,66.8,25.5,111.4,15.41,0.62
Madhya Pradesh,Bhopal,Jowar,Rabi,Sandy Loam,177.4,21.9,51.9,21.4,121.7,20.07,0.25
Tamil Nadu,Madurai,Onion,Kharif,Desert (Arid),785.5,26.1,76.1,27.55,107.8,17.73,9.35
Gujarat,Junagadh,Sugarcane,Whole Year,Clay,628.9,28.9,74.5,31.24,41.8,18.38,45.06
Maharashtra,Pune,Chana (Gram),Rabi,Black (Regur),442.0,21.4,45.9,46.64,250.2,20.14,0.73
Uttar Pradesh,Meerut,Wheat,Zaid,Red,149.5,37.7,43.0,46.17,230.0,2.38,2.34
Tamil Nadu,Coimbatore,Soybean,Rabi,Laterite,184.3,25.3,58.2,29.6,97.6,8.12,0.56
Madhya Pradesh,Bhopal,Tomato,Zaid,Mountain,87.3,34.3,41.0,22.36,224.9,21.59,10.11
Punjab,Ludhiana,Mustard,Zaid,Desert (Arid),91.2,38.0,48.7,36.24,206.5,13.33,0.3
Karnataka,Raichur,Cotton,Kharif,Alluvial,954.5,34.3,73.8,0.62,191.2,15.71,3.73
Tamil Nadu,Coimbatore,Groundnut,Rabi,Mountain,409.6,23.6,35.4,28.98,132.1,23.79,0.46
Gujarat,Vadodara,Groundnut,Whole Year,Clay,763.1,28.0,61.0,48.77,216.1,23.19,2.25
,Gaya,Mustard,Kharif,Clay,800.1,29.8,87.0,6.62,227.1,2.17,1.9
Bihar,Gaya,Jowar,Whole Year,Desert (Arid),714.1,27.2,76.8,,125.3,1.62,0.62
Bihar,Bhagalpur,Bajra,Whole Year,Black (Regur),525.8,27.7,76.4,29.8,195.6,5.34,0.93
Andhra Pradesh,Guntur,Jowar,Zaid,Laterite,79.9,34.7,60.1,4.47,100.4,8.51,0.28
Gujarat,Vadodara,Tomato,Zaid,Alluvial,138.6,34.2,53.6,5.61,284.5,5.14,10.88
Andhra Pradesh,West Godavari,Soybean,Kharif,Sandy Loam,692.5,27.5,49.6,5.64,251.4,7.17,2.59
Punjab,Amritsar,Tur (Arhar),Rabi,Mountain,313.0,20.9,40.3,35.62,52.4,6.83,0.21
Andhra Pradesh,Kurnool,Sugarcane,Zaid,Red,128.7,32.4,45.1,25.84,74.4,17.4,21.87
Bihar,Darbhanga,Rice,Whole Year,Black (Regur),471.3,27.7,59.5,6.62,134.5,14.89,1.77
Uttar Pradesh,Lucknow,Potato,Whole Year,Alluvial,318.0,27.9,70.5,49.38,170.6,24.6,21.53
Andhra Pradesh,West Godavari,Maize,Kharif,Clay,698.0,30.5,65.8,43.05,135.3,16.7,3.64
Rajasthan,Ajmer,Jowar,Rabi,Red,313.0,18.5,53.4,25.54,286.8,11.6,0.43
Punjab,Ludhiana,Tur (Arhar),Zaid,Alluvial,166.5,37.0,61.8,19.59,182.0,14.45,0.32
Uttar Pradesh,Meerut,Tomato,Whole Year,Black (Regur),803.2,26.2,83.4,25.07,208.7,13.92,20.53
Madhya Pradesh,Indore,Soybean,Kharif,Black (Regur),1389.3,26.8,82.9,9.67,253.7,23.83,3.6
Maharashtra,Nagpur,Wheat,Kharif,Desert (Arid),1127.6,28.8,90.8,9.72,36.6,21.31,3.43
Uttar Pradesh,Agra,Jowar,Kharif,Black (Regur),1048.5,32.4,86.1,27.91,141.0,19.74,1.19
Uttar Pradesh,Allahabad,Potato,Zaid,Desert (Arid),141.8,32.2,32.1,43.99,213.7,0.86,12.68
Maharashtra,Pune,Rice,Rabi,Clay,206.8,23.7,61.6,47.04,211.8,9.49,2.09
Bihar,Patna,Mustard,Whole Year,Laterite,303.6,25.0,66.2,5.01,277.3,7.44,0.8
West Bengal,Nadia,Rice,Zaid,Laterite,167.7,33.6,21.3,48.49,219.9,22.13,1.39
Andhra Pradesh,Guntur,Rice,Rabi,Red,364.2,22.9,55.1,42.02,126.2,17.12,1.97
Telangana,Nizamabad,Maize,Whole Year,Sandy Loam,666.1,25.6,65.1,12.09,116.2,20.09,2.35
Uttar Pradesh,Lucknow,Sugarcane,Zaid,Black (Regur),210.4,38.8,35.0,37.6,110.3,2.17,18.86
West Bengal,Murshidabad,Wheat,Rabi,Mountain,375.4,18.8,58.6,2.56,102.8,16.26,0.78
Uttar Pradesh,Lucknow,Tur (Arhar),Rabi,Mountain,185.5,21.0,42.7,8.77,128.7,24.53,0.23
West Bengal,Murshidabad,Onion,Whole Year,Black (Regur),477.2,25.3,41.5,9.89,91.6,18.9,9.41
Telangana,Nalgonda,Maize,Zaid,Clay,142.1,31.6,44.1,18.82,60.9,6.78,0.98
Uttar Pradesh,Lucknow,Jowar,Kharif,Desert (Arid),846.0,29.2,65.6,42.0,157.1,5.41,0.62
Bihar,Gaya,Tur (Arhar),Rabi,Sandy Loam,420.1,23.1,57.5,6.29,236.7,8.63,0.61
Uttar Pradesh,Allahabad,Bajra,Zaid,Black (Regur),50.0,37.8,57.5,27.25,163.6,2.82,0.61
Gujarat,Surat,Chana (Gram),Zaid,Desert (Arid),68.9,36.1,42.9,31.19,165.8,15.54,0.36
Punjab,Ludhiana,Bajra,Rabi,Clay,252.7,13.4,46.4,45.88,94.8,23.56,0.31
Gujarat,Surat,Tomato,Whole Year,Desert (Arid),805.8,29.1,78.5,19.26,246.8,3.16,16.74
Bihar,Darbhanga,Onion,Whole Year,Clay,728.6,27.2,79.9,34.26,276.2,7.25,27.02
Gujarat,Surat,Wheat,Kharif,Sandy Loam,955.2,34.4,68.2,23.58,273.9,12.18,5.81
Uttar Pradesh,Meerut,Bajra,Whole Year,Black (Regur),743.7,26.4,56.4,41.47,103.8,11.57,0.72
West Bengal,Burdwan,Tomato,Zaid,Mountain,211.5,43.7,42.8,40.61,163.8,5.2,7.48
Uttar Pradesh,Agra,Chana (Gram),Rabi,Alluvial,200.0,20.0,65.8,35.22,80.3,16.17,0.38
Andhra Pradesh,Krishna,Chana (Gram),Kharif,Black (Regur),479.9,29.3,78.6,7.48,140.0,8.45,1.0
Gujarat,Vadodara,Soybean,Zaid,Sandy Loam,102.6,37.8,36.6,39.79,259.1,22.9,0.85
Telangana,Nalgonda,Tur (Arhar),Kharif,Black (Regur),922.4,33.6,88.0,20.34,45.2,0.6,1.02
Rajasthan,Kota,Groundnut,Rabi,Black (Regur),243.8,24.2,37.3,21.7,283.5,19.88,1.49
Uttar Pradesh,Allahabad,Bajra,Whole Year,Sandy Loam,767.5,19.5,71.8,8.77,45.2,22.38,0.78
Madhya Pradesh,Gwalior,Tomato,Kharif,Alluvial,967.6,38.3,77.6,22.78,191.1,14.6,16.79
Madhya Pradesh,Indore,Wheat,Zaid,Sandy Loam,205.2,36.3,32.3,17.05,157.0,16.76,1.68
Gujarat,Ahmedabad,Wheat,Kharif,Laterite,1061.2,27.5,71.8,27.02,67.2,17.2,2.51
Madhya Pradesh,Indore,Cotton,Rabi,Desert (Arid),466.0,19.2,54.7,21.6,286.2,2.37,0.94
Punjab,Bathinda,Rice,Rabi,Laterite,310.1,26.9,65.9,46.32,29.3,20.04,0.81
Andhra Pradesh,West Godavari,Rice,Whole Year,Red,585.3,27.2,66.3,14.31,46.5,2.77,3.13
Bihar,Patna,Soybean,Rabi,Laterite,252.5,15.5,44.0,45.9,81.7,10.43,0.41
Karnataka,Shimoga,Rice,Rabi,Clay,345.8,22.8,47.1,18.51,46.8,17.61,1.51
Andhra Pradesh,West Godavari,Maize,Zaid,Laterite,209.2,32.3,32.2,30.62,202.8,2.19,1.41
Punjab,Amritsar,Bajra,Whole Year,Desert (Arid),240.9,32.0,64.3,18.7,253.7,22.95,0.85
Punjab,Jalandhar,Maize,Zaid,Clay,125.5,34.2,40.9,42.5,111.0,4.45,0.73
Uttar Pradesh,Agra,Wheat,Whole Year,Laterite,785.2,29.8,41.8,30.26,190.1,2.76,5.69
Maharashtra,Ahmednagar,Cotton,Zaid,Mountain,215.9,30.6,56.2,41.48,191.5,19.88,0.88
Karnataka,Mysore,Tomato,Rabi,Laterite,220.2,19.5,55.4,10.13,203.7,16.51,10.75
Telangana,Medak,Mustard,Whole Year,Sandy Loam,624.3,28.0,63.5,41.1,75.6,12.76,0.99
Telangana,Nizamabad,Maize,Kharif,Red,854.9,30.8,63.9,23.22,21.9,5.11,2.98
Tamil Nadu,Coimbatore,Chana (Gram),Rabi,Black (Regur),286.0,24.4,31.1,38.83,175.1,13.41,0.92
Bihar,Gaya,Maize,Zaid,Sandy Loam,218.2,36.5,43.0,32.78,131.6,9.32,1.38
Punjab,Bathinda,Maize,Rabi,Laterite,419.9,20.7,65.9,16.68,284.3,0.77,1.88
West Bengal,Hooghly,Wheat,Kharif,Clay,1014.6,32.5,73.0,17.83,111.0,3.08,4.4
Karnataka,Raichur,Potato,Rabi,Black (Regur),264.7,17.9,55.0,33.78,202.2,1.65,19.17
Telangana,Medak,Potato,Rabi,Black (Regur),148.1,20.4,54.0,18.75,160.4,24.8,12.46
Bihar,Patna,Potato,Kharif,Red,770.1,29.5,73.4,23.62,22.5,11.49,24.32
Madhya Pradesh,Gwalior,Soybean,Whole Year,Sandy Loam,427.4,24.2,59.3,33.12,97.4,18.58,0.43
Gujarat,Vadodara,Soybean,Rabi,Red,185.1,17.1,53.0,43.0,74.7,2.33,0.57
Maharashtra,Nagpur,Tur (Arhar),Rabi,Black (Regur),465.7,23.4,54.8,31.29,216.3,15.74,0.71
Bihar,Muzaffarpur,Maize,Whole Year,Clay,815.9,25.4,62.7,6.26,71.1,9.02,1.96
Uttar Pradesh,Lucknow,Potato,Rabi,Alluvial,465.8,14.3,51.5,29.02,281.5,2.25,12.63
Telangana,Nalgonda,Tomato,Zaid,Red,181.8,42.8,47.7,45.56,56.3,19.69,6.17
Madhya Pradesh,Ujjain,Onion,Whole Year,Mountain,847.6,28.0,66.4,38.69,265.3,13.79,28.94
Andhra Pradesh,Krishna,Maize,Zaid,Sandy Loam,82.7,35.6,45.8,34.56,284.7,19.35,1.64
Karnataka,Shimoga,Sugarcane,Rabi,Mountain,337.6,17.3,37.3,4.0,85.9,0.9,17.1
Uttar Pradesh,Agra,Cotton,Rabi,Mountain,226.9,20.2,50.9,45.12,260.4,18.87,0.7
Gujarat,Junagadh,Sugarcane,Whole Year,Black (Regur),729.8,25.6,61.1,39.09,185.8,10.41,118.02
Gujarat,Surat,Wheat,Kharif,Black (Regur),1011.9,29.7,74.4,9.4,29.2,6.77,3.4
Maharashtra,Ahmednagar,Maize,Whole Year,Alluvial,780.8,23.4,74.4,48.03,153.3,20.16,2.69
Karnataka,Raichur,Cotton,Whole Year,Alluvial,568.3,31.5,73.5,14.68,225.4,16.15,1.95
Punjab,Amritsar,Mustard,Kharif,Alluvial,755.2,30.2,70.8,28.72,158.9,10.8,1.33
Rajasthan,Jodhpur,Mustard,Kharif,Laterite,870.4,32.6,92.9,26.88,129.5,8.87,0.88
Maharashtra,Pune,Jowar,Rabi,Mountain,347.3,20.4,52.0,9.57,278.6,14.49,0.5
Telangana,Warangal,Sugarcane,Whole Year,Mountain,509.9,24.4,66.0,24.84,265.5,2.25,54.05
Bihar,Patna,Jowar,Kharif,Desert (Arid),920.3,36.7,51.7,14.27,127.5,6.61,0.68
Andhra Pradesh,Kurnool,Tomato,Zaid,Alluvial,115.6,32.5,38.0,29.38,156.8,1.54,14.55
Tamil Nadu,Salem,Potato,Rabi,Clay,189.5,25.7,64.1,10.67,220.6,21.93,19.48
Gujarat,Ahmedabad,Sugarcane,Zaid,Sandy Loam,52.6,34.6,58.4,31.95,49.8,7.3,19.24
Rajasthan,Jaipur,Rice,Rabi,Desert (Arid),381.5,12.4,57.7,49.74,134.3,7.22,0.78
Maharashtra,Kolhapur,Onion,Rabi,Desert (Arid),267.1,20.9,32.6,27.59,90.9,10.86,3.63
Maharashtra,Pune,Sugarcane,Whole Year,Sandy Loam,553.8,28.0,69.4,27.0,223.5,15.49,88.61
Rajasthan,Ajmer,Wheat,Rabi,Alluvial,423.6,19.9,51.5,43.51,113.1,21.51,1.22
West Bengal,Birbhum,Groundnut,Rabi,Black (Regur),377.3,19.5,63.7,30.96,226.7,16.54,0.94
Andhra Pradesh,Kurnool,Sugarcane,Kharif,Red,893.8,30.7,81.2,43.04,168.2,19.14,72.75
Uttar Pradesh,Allahabad,Bajra,Whole Year,Black (Regur),648.6,30.1,71.9,7.74,255.6,14.07,1.16
Gujarat,Junagadh,Bajra,Zaid,Mountain,239.3,34.0,46.1,44.12,299.7,22.16,0.67
Tamil Nadu,Tirunelveli,Soybean,Rabi,Alluvial,183.5,17.1,69.3,2.1,72.6,19.6,0.58
Telangana,Warangal,Chana (Gram),Zaid,Alluvial,88.3,28.3,46.3,13.5,168.7,22.78,0.46
Andhra Pradesh,Krishna,Potato,Kharif,Laterite,788.7,32.1,76.0,42.12,192.8,5.5,29.11
Tamil Nadu,Coimbatore,Cotton,Whole Year,Red,423.2,24.6,63.8,22.86,234.3,24.56,0.99
Gujarat,Surat,Wheat,Whole Year,Clay,826.7,30.6,59.9,10.43,147.7,20.44,3.22
Karnataka,Mysore,Wheat,Kharif,Red,754.3,31.3,85.1,26.02,184.0,16.73,3.82
Madhya Pradesh,Jabalpur,Groundnut,Whole Year,Red,670.4,28.4,60.0,3.1,230.3,13.43,1.66
Karnataka,Shimoga,Rice,Rabi,Red,304.2,19.1,55.0,19.17,191.4,6.05,2.04
Telangana,Nalgonda,Potato,Rabi,Laterite,364.4,19.9,41.5,29.31,283.3,4.62,19.02
Gujarat,Ahmedabad,Rice,Kharif,Alluvial,847.1,27.3,78.2,7.26,105.7,24.69,3.12
West Bengal,Burdwan,Mustard,Zaid,Black (Regur),167.1,35.8,45.3,23.31,50.4,19.44,0.33
Punjab,Jalandhar,Cotton,Whole Year,Alluvial,481.0,28.1,66.4,28.89,280.1,14.46,1.71
Tamil Nadu,Salem,Tur (Arhar),Kharif,Alluvial,1012.7,31.1,72.0,3.01,126.1,10.25,1.07
Karnataka,Belgaum,Groundnut,Rabi,Sandy Loam,222.4,19.6,58.5,21.67,82.3,24.81,0.51
Bihar,Gaya,Sugarcane,Whole Year,Desert (Arid),448.1,28.6,69.2,37.99,202.7,2.71,35.76
Tamil Nadu,Coimbatore,Onion,Zaid,Laterite,149.3,40.0,55.0,45.49,215.6,4.11,9.64
Gujarat,Vadodara,Maize,Whole Year,Red,424.4,28.8,63.2,43.56,44.9,19.18,0.8
Punjab,Patiala,Soybean,Rabi,Red,304.0,16.0,49.6,48.77,136.6,1.23,0.63
Rajasthan,Udaipur,Sugarcane,Whole Year,Desert (Arid),727.8,27.3,48.8,13.07,219.5,16.39,75.16
Uttar Pradesh,Allahabad,Tur (Arhar),Whole Year,Red,663.0,28.4,71.0,35.54,152.1,14.81,0.85
West Bengal,Birbhum,Soybean,Kharif,Mountain,952.8,31.9,69.6,18.49,226.9,24.31,2.55
Gujarat,Vadodara,Mustard,Zaid,Red,103.3,35.9,50.5,28.96,140.3,21.01,0.51
Bihar,Patna,Bajra,Kharif,Sandy Loam,715.7,27.9,79.4,30.3,263.6,9.28,1.05
Telangana,Medak,Tur (Arhar),Rabi,Black (Regur),275.4,21.2,62.3,49.83,59.6,5.54,0.36
Uttar Pradesh,Varanasi,Mustard,Zaid,Black (Regur),152.1,33.4,46.2,3.27,116.5,3.82,0.46
Tamil Nadu,Madurai,Jowar,Kharif,Sandy Loam,91.7,31.2,71.9,4.94,281.0,16.16,0.64
Rajasthan,Jaipur,Soybean,Rabi,Desert (Arid),426.4,21.4,44.9,36.32,205.3,23.07,0.89
Madhya Pradesh,Ujjain,Bajra,Rabi,Red,270.7,16.0,53.1,21.37,70.9,20.78,0.24
Karnataka,Mysore,Bajra,Whole Year,Sandy Loam,668.7,26.7,59.3,1.62,109.5,3.56,0.64
Telangana,Medak,Sugarcane,Zaid,Red,156.0,34.6,40.3,27.05,57.0,18.94,19.57
Maharashtra,Nashik,Soybean,Whole Year,Red,235.5,34.3,54.4,22.11,198.1,12.91,1.05
Maharashtra,Nashik,Mustard,Kharif,Alluvial,1125.1,34.4,77.3,3.68,84.3,12.94,1.17
Punjab,Jalandhar,Maize,Kharif,Black (Regur),1121.0,28.8,89.1,46.51,266.1,1.31,6.28
Bihar,Darbhanga,Wheat,Rabi,Desert (Arid),206.0,21.9,61.1,2.03,272.2,24.56,1.54
Punjab,Amritsar,Mustard,Zaid,Black (Regur),113.4,36.8,46.2,18.33,199.1,12.08,0.49
Andhra Pradesh,East Godavari,Jowar,Rabi,Desert (Arid),229.0,12.4,61.1,5.58,141.4,11.47,0.38
Punjab,Jalandhar,Onion,Zaid,Laterite,177.7,41.2,51.3,14.9,169.9,7.78,6.88
Gujarat,Ahmedabad,Tur (Arhar),Zaid,Sandy Loam,156.0,35.2,44.6,24.84,244.8,13.95,0.51
Bihar,Patna,Maize,Kharif,Alluvial,878.1,33.8,87.3,27.29,193.3,16.41,3.44
Telangana,Nizamabad,Tur (Arhar),Rabi,Clay,369.0,19.1,63.4,18.7,221.9,24.95,0.53
Maharashtra,Kolhapur,Groundnut,Kharif,Clay,819.0,31.5,86.8,30.53,135.3,23.85,0.99
Karnataka,Belgaum,Cotton,Zaid,Laterite,165.1,40.2,30.8,42.88,107.1,8.92,0.45
Telangana,Nizamabad,Mustard,Zaid,Laterite,117.7,31.9,43.8,23.17,206.4,21.22,0.65
Tamil Nadu,Coimbatore,Chana (Gram),Rabi,Desert (Arid),192.1,18.2,59.7,7.37,102.2,7.2,0.23
Telangana,Medak,Soybean,Whole Year,Alluvial,763.2,29.6,59.7,12.56,176.8,15.37,2.37
Telangana,Nalgonda,Onion,Zaid,Desert (Arid),181.9,32.6,37.7,47.96,119.5,23.89,3.72
Telangana,Warangal,Tur (Arhar),Whole Year,Alluvial,616.7,30.7,79.1,8.63,101.3,24.04,0.76
Bihar,Muzaffarpur,Potato,Whole Year,Clay,788.5,26.1,51.4,35.02,98.0,19.19,30.5
West Bengal,Hooghly,Tomato,Zaid,Desert (Arid),124.5,35.3,50.2,2.4,42.8,14.64,6.24
Bihar,Darbhanga,Onion,Kharif,Desert (Arid),388.4,32.4,69.0,2.0,236.8,22.96,12.44
Telangana,Warangal,Soybean,Kharif,Clay,862.5,28.7,62.7,37.78,142.0,1.57,1.52
Maharashtra,Ahmednagar,Groundnut,Rabi,Alluvial,273.3,22.1,62.0,38.64,119.5,11.43,0.9
Karnataka,Mysore,Onion,Zaid,Desert (Arid),112.5,38.0,30.8,42.64,193.0,5.42,5.42
Madhya Pradesh,Gwalior,Onion,Whole Year,Laterite,616.4,30.2,65.6,44.16,146.9,16.7,9.42
Karnataka,Belgaum,Potato,Kharif,Mountain,1219.7,25.6,64.3,33.44,126.5,22.62,29.4
Gujarat,Ahmedabad,Chana (Gram),Rabi,Desert (Arid),308.9,19.8,38.1,24.51,286.4,9.81,0.51
Bihar,Darbhanga,Tur (Arhar),Rabi,Sandy Loam,322.5,19.3,49.2,16.81,298.3,17.84,0.39
Madhya Pradesh,Ujjain,Rice,Whole Year,Mountain,533.1,23.1,68.3,7.33,97.8,21.27,1.69
Andhra Pradesh,Kurnool,Cotton,Zaid,Alluvial,50.9,35.8,65.1,30.59,291.3,17.9,1.45
Bihar,Darbhanga,Bajra,Kharif,Laterite,983.8,36.7,81.6,13.96,250.1,5.97,1.41
Madhya Pradesh,Jabalpur,Sugarcane,Zaid,Sandy Loam,205.7,40.3,41.4,49.44,214.3,0.74,37.3
Karnataka,Belgaum,Wheat,Kharif,Alluvial,911.8,26.7,75.6,17.2,165.0,13.37,6.4
Madhya Pradesh,Ujjain,Rice,Whole Year,Desert (Arid),777.5,31.2,61.6,21.45,134.8,11.04,1.58
Uttar Pradesh,Meerut,Bajra,Kharif,Sandy Loam,571.8,27.4,65.5,18.95,191.7,11.91,1.26
